game_date,pitcher_name,batter_name,count,recommended_family,recommended_zone,evidence_n,confidence,observed_family,observed_zone,observed_value,recommendation_followed
2025-05-25,Demo Power Arm,Demo Hitter Beta,1-0,fastball,chase,13,insufficient,breaking,shadow,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,3-1,fastball,shadow,14,insufficient,offspeed,heart,-0.55,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,2-0,fastball,shadow,23,weak,fastball,heart,-1.4,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,3-1,fastball,shadow,28,weak,fastball,shadow,-0.04,1
2025-05-25,Demo Rookie,Demo Hitter Delta,1-0,fastball,shadow,16,weak,offspeed,heart,-0.42,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,1-1,breaking,shadow,18,weak,breaking,shadow,0.03,1
2025-05-25,Demo Rookie,Demo Hitter Delta,0-1,fastball,shadow,31,weak,fastball,chase,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,0-2,fastball,shadow,17,weak,breaking,shadow,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,0-1,fastball,shadow,31,weak,fastball,heart,-0.04,0
2025-05-25,Demo Rookie,Demo Hitter Beta,2-1,breaking,shadow,17,weak,breaking,heart,-0.32,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,1-2,fastball,shadow,13,insufficient,fastball,shadow,-0.32,1
2025-05-25,Demo Rookie,Demo Hitter Beta,0-1,breaking,shadow,14,insufficient,offspeed,chase,0.03,0
2025-05-25,Demo Rookie,Demo Hitter Gamma,2-2,fastball,chase,18,weak,fastball,shadow,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,2-0,fastball,shadow,16,weak,fastball,waste,0.03,0
2025-05-25,Demo Ace,Demo Hitter Gamma,3-1,fastball,shadow,27,weak,breaking,waste,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,1-2,breaking,chase,15,weak,offspeed,heart,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Delta,0-0,fastball,chase,18,weak,fastball,waste,0.03,0
2025-05-25,Demo Rookie,Demo Hitter Delta,2-0,fastball,shadow,16,weak,breaking,heart,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Beta,3-1,fastball,chase,8,insufficient,fastball,waste,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,1-1,fastball,chase,6,insufficient,offspeed,heart,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Beta,2-1,breaking,shadow,17,weak,fastball,heart,-1.4,0
2025-05-25,Demo Ace,Demo Hitter Alpha,3-2,breaking,chase,13,insufficient,fastball,heart,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Alpha,2-2,fastball,chase,13,insufficient,breaking,chase,0.08,0
2025-05-25,Demo Ace,Demo Hitter Alpha,0-1,fastball,chase,14,insufficient,breaking,shadow,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,1-2,breaking,shadow,16,weak,fastball,heart,-0.42,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,0-2,fastball,chase,15,weak,fastball,chase,0.03,1
2025-05-25,Demo Ace,Demo Hitter Gamma,0-0,fastball,chase,16,weak,fastball,shadow,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,2-2,breaking,shadow,9,insufficient,offspeed,waste,-1.4,0
2025-05-25,Demo Ace,Demo Hitter Gamma,0-2,fastball,chase,15,weak,breaking,heart,-0.42,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,0-0,breaking,chase,10,insufficient,fastball,waste,0.03,0
2025-05-25,Demo Rookie,Demo Hitter Delta,0-1,fastball,shadow,15,weak,breaking,chase,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,3-1,fastball,shadow,14,insufficient,fastball,waste,-0.04,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,1-1,breaking,shadow,18,weak,offspeed,waste,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,3-2,fastball,shadow,20,weak,breaking,heart,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,0-2,breaking,shadow,7,insufficient,fastball,waste,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,3-2,breaking,shadow,9,insufficient,breaking,heart,-0.32,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,2-2,fastball,shadow,11,insufficient,breaking,chase,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,2-1,fastball,shadow,17,weak,offspeed,heart,-0.32,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,1-2,breaking,shadow,14,insufficient,fastball,heart,-0.32,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,3-2,breaking,chase,13,insufficient,fastball,chase,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,3-0,fastball,shadow,28,weak,fastball,shadow,0.03,1
2025-05-25,Demo Power Arm,Demo Hitter Beta,1-2,breaking,shadow,16,weak,breaking,heart,-0.04,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,1-2,fastball,shadow,13,insufficient,fastball,chase,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,2-0,fastball,shadow,18,weak,breaking,chase,0.03,0
2025-05-25,Demo Rookie,Demo Hitter Delta,2-2,breaking,shadow,17,weak,fastball,heart,-0.32,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,1-2,fastball,shadow,13,insufficient,fastball,shadow,0.03,1
2025-05-25,Demo Power Arm,Demo Hitter Beta,2-2,breaking,shadow,9,insufficient,fastball,chase,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,1-0,fastball,shadow,16,weak,fastball,waste,0.03,0
2025-05-25,Demo Ace,Demo Hitter Delta,1-2,fastball,shadow,8,insufficient,breaking,shadow,-0.04,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,3-0,fastball,shadow,22,weak,fastball,shadow,0.03,1
2025-05-25,Demo Power Arm,Demo Hitter Beta,2-1,fastball,shadow,17,weak,fastball,heart,-0.32,0
2025-05-25,Demo Rookie,Demo Hitter Alpha,0-1,fastball,chase,14,insufficient,fastball,chase,-0.42,1
2025-05-25,Demo Power Arm,Demo Hitter Alpha,2-1,breaking,shadow,13,insufficient,breaking,shadow,0.08,1
2025-05-25,Demo Rookie,Demo Hitter Beta,3-2,breaking,chase,12,insufficient,breaking,chase,0.03,1
2025-05-25,Demo Power Arm,Demo Hitter Gamma,3-0,fastball,shadow,22,weak,offspeed,chase,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,2-0,fastball,shadow,18,weak,fastball,heart,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,2-2,breaking,shadow,17,weak,fastball,heart,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,1-0,breaking,chase,5,insufficient,offspeed,shadow,-0.04,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,0-2,fastball,chase,15,weak,fastball,shadow,0.08,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,3-1,breaking,shadow,21,weak,offspeed,shadow,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,3-0,fastball,shadow,22,weak,offspeed,shadow,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Gamma,1-0,breaking,chase,11,insufficient,offspeed,shadow,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Delta,1-1,fastball,shadow,22,weak,fastball,chase,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,0-1,breaking,shadow,11,insufficient,fastball,waste,-0.04,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,2-0,breaking,chase,10,insufficient,breaking,shadow,0.03,0
2025-05-25,Demo Power Arm,Demo Hitter Alpha,1-2,breaking,chase,15,weak,fastball,chase,0.08,0
2025-05-25,Demo Rookie,Demo Hitter Delta,3-0,fastball,shadow,14,insufficient,fastball,heart,-0.32,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,0-1,breaking,shadow,14,insufficient,fastball,chase,-0.04,0
2025-05-25,Demo Power Arm,Demo Hitter Beta,2-0,fastball,chase,15,weak,breaking,shadow,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,3-2,breaking,chase,12,insufficient,offspeed,waste,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Delta,3-1,breaking,shadow,18,weak,offspeed,waste,-1.4,0
2025-05-25,Demo Ace,Demo Hitter Gamma,3-0,fastball,shadow,22,weak,fastball,chase,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Delta,1-0,fastball,chase,13,insufficient,fastball,heart,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Alpha,3-0,breaking,shadow,13,insufficient,breaking,shadow,0.08,1
2025-05-25,Demo Lefty,Demo Hitter Alpha,2-0,fastball,shadow,18,weak,fastball,waste,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,2-2,fastball,chase,11,insufficient,breaking,heart,-0.32,0
2025-05-25,Demo Ace,Demo Hitter Beta,2-1,breaking,shadow,17,weak,breaking,waste,0.03,0
2025-05-25,Demo Ace,Demo Hitter Gamma,0-0,fastball,chase,9,insufficient,breaking,waste,0.03,0
2025-05-25,Demo Ace,Demo Hitter Alpha,3-0,breaking,shadow,13,insufficient,breaking,heart,0.03,0
2025-05-25,Demo Ace,Demo Hitter Alpha,0-1,fastball,chase,14,insufficient,fastball,heart,-0.32,0
2025-05-25,Demo Lefty,Demo Hitter Delta,1-0,fastball,chase,13,insufficient,fastball,heart,-0.32,0
2025-05-25,Demo Lefty,Demo Hitter Delta,3-0,fastball,shadow,28,weak,breaking,shadow,-0.55,0
2025-05-25,Demo Lefty,Demo Hitter Beta,1-2,fastball,shadow,20,weak,breaking,chase,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,2-1,fastball,shadow,17,weak,breaking,waste,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,1-1,fastball,chase,16,weak,breaking,chase,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,1-1,fastball,chase,16,weak,breaking,waste,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Beta,1-0,fastball,chase,13,insufficient,offspeed,chase,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Beta,0-2,offspeed,chase,6,insufficient,fastball,shadow,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,3-0,fastball,shadow,22,weak,offspeed,chase,0.08,0
2025-05-25,Demo Ace,Demo Hitter Gamma,3-1,fastball,shadow,27,weak,fastball,chase,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,2-0,fastball,chase,11,insufficient,fastball,shadow,0.03,0
2025-05-25,Demo Ace,Demo Hitter Delta,3-0,fastball,shadow,14,insufficient,breaking,chase,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Gamma,3-1,fastball,shadow,27,weak,offspeed,shadow,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Alpha,0-1,fastball,chase,14,insufficient,breaking,waste,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Beta,1-1,fastball,chase,12,insufficient,breaking,heart,-0.55,0
2025-05-25,Demo Ace,Demo Hitter Delta,3-1,breaking,shadow,18,weak,breaking,chase,0.03,0
2025-05-25,Demo Ace,Demo Hitter Delta,0-0,breaking,shadow,9,insufficient,fastball,heart,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,0-2,fastball,chase,15,weak,fastball,chase,0.08,1
2025-05-25,Demo Lefty,Demo Hitter Alpha,0-2,fastball,chase,11,insufficient,breaking,heart,-0.42,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,1-0,fastball,chase,15,weak,fastball,chase,-0.04,1
2025-05-25,Demo Ace,Demo Hitter Beta,1-0,fastball,chase,13,insufficient,fastball,waste,-0.55,0
2025-05-25,Demo Ace,Demo Hitter Delta,0-0,breaking,shadow,9,insufficient,breaking,heart,0.08,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,2-0,breaking,shadow,10,insufficient,fastball,heart,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Delta,1-1,fastball,chase,10,insufficient,offspeed,shadow,0.08,0
2025-05-25,Demo Ace,Demo Hitter Gamma,2-0,breaking,shadow,10,insufficient,fastball,chase,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Delta,1-1,fastball,shadow,22,weak,breaking,waste,-1.4,0
2025-05-25,Demo Ace,Demo Hitter Delta,0-1,fastball,shadow,31,weak,breaking,chase,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Delta,0-2,fastball,shadow,17,weak,fastball,heart,0.03,0
2025-05-25,Demo Ace,Demo Hitter Delta,3-2,fastball,shadow,20,weak,offspeed,chase,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,1-1,breaking,shadow,16,weak,offspeed,shadow,-0.42,0
2025-05-25,Demo Ace,Demo Hitter Alpha,0-1,breaking,shadow,11,insufficient,fastball,heart,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Delta,1-2,fastball,shadow,8,insufficient,breaking,shadow,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Delta,2-0,fastball,shadow,16,weak,breaking,heart,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Beta,0-1,fastball,shadow,16,weak,fastball,heart,0.08,0
2025-05-25,Demo Ace,Demo Hitter Beta,3-1,breaking,shadow,21,weak,breaking,chase,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Delta,2-0,fastball,shadow,16,weak,breaking,heart,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Gamma,3-0,fastball,shadow,13,insufficient,fastball,shadow,0.03,1
2025-05-25,Demo Lefty,Demo Hitter Beta,0-2,fastball,shadow,17,weak,offspeed,shadow,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,0-1,fastball,shadow,15,weak,breaking,heart,0.03,0
2025-05-25,Demo Ace,Demo Hitter Alpha,2-2,breaking,chase,7,insufficient,offspeed,shadow,0.08,0
2025-05-25,Demo Ace,Demo Hitter Alpha,2-2,fastball,chase,13,insufficient,fastball,shadow,0.08,0
2025-05-25,Demo Lefty,Demo Hitter Alpha,0-1,breaking,shadow,11,insufficient,offspeed,chase,0.08,0
2025-05-25,Demo Lefty,Demo Hitter Alpha,2-2,breaking,chase,7,insufficient,breaking,chase,0.03,1
2025-05-25,Demo Lefty,Demo Hitter Beta,0-1,fastball,shadow,16,weak,breaking,shadow,0.03,0
2025-05-25,Demo Ace,Demo Hitter Delta,1-0,fastball,chase,13,insufficient,fastball,shadow,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Delta,3-2,fastball,shadow,20,weak,breaking,shadow,0.08,0
2025-05-25,Demo Ace,Demo Hitter Alpha,1-2,breaking,chase,15,weak,fastball,shadow,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Beta,0-2,offspeed,chase,6,insufficient,breaking,heart,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Gamma,0-2,breaking,shadow,7,insufficient,fastball,chase,0.03,0
2025-05-25,Demo Lefty,Demo Hitter Beta,1-2,fastball,shadow,20,weak,fastball,heart,0.03,0
2025-05-25,Demo Ace,Demo Hitter Beta,3-0,fastball,chase,11,insufficient,fastball,heart,-0.42,0
2025-05-25,Demo Ace,Demo Hitter Delta,3-1,breaking,shadow,18,weak,fastball,waste,-0.04,0
2025-05-25,Demo Lefty,Demo Hitter Beta,0-1,breaking,shadow,14,insufficient,breaking,heart,0.03,0
2025-05-25,Demo Ace,Demo Hitter Gamma,0-0,fastball,chase,16,weak,breaking,waste,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Delta,1-2,fastball,shadow,8,insufficient,breaking,chase,0.08,0
2025-05-25,Demo Ace,Demo Hitter Delta,0-2,fastball,chase,9,insufficient,fastball,heart,-1.4,0
2025-05-25,Demo Ace,Demo Hitter Gamma,0-1,fastball,shadow,15,weak,breaking,heart,-0.42,0
2025-05-25,Demo Lefty,Demo Hitter Delta,1-1,fastball,chase,10,insufficient,fastball,heart,-0.42,0
2025-05-25,Demo Ace,Demo Hitter Alpha,1-2,fastball,shadow,10,insufficient,offspeed,shadow,-0.04,0
2025-05-25,Demo Ace,Demo Hitter Gamma,0-0,fastball,chase,9,insufficient,breaking,shadow,0.08,0
2025-05-25,Demo Lefty,Demo Hitter Gamma,3-0,fastball,shadow,13,insufficient,fastball,waste,0.08,0
2025-05-25,Demo Ace,Demo Hitter Gamma,1-1,fastball,chase,6,insufficient,fastball,chase,0.03,1
2025-05-26,Demo Power Arm,Demo Hitter Alpha,3-0,breaking,shadow,14,insufficient,breaking,chase,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,3-0,fastball,chase,11,insufficient,offspeed,shadow,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,2-2,breaking,shadow,17,weak,fastball,heart,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,0-2,offspeed,chase,6,insufficient,fastball,heart,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,2-2,fastball,shadow,11,insufficient,fastball,shadow,0.03,1
2025-05-26,Demo Rookie,Demo Hitter Gamma,2-2,fastball,chase,18,weak,offspeed,chase,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,2-0,fastball,chase,15,weak,fastball,shadow,0.08,0
2025-05-26,Demo Rookie,Demo Hitter Gamma,0-1,fastball,shadow,15,weak,fastball,shadow,0.03,1
2025-05-26,Demo Rookie,Demo Hitter Alpha,1-1,breaking,shadow,19,weak,fastball,heart,-1.4,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,0-1,fastball,shadow,16,weak,fastball,heart,-1.4,0
2025-05-26,Demo Rookie,Demo Hitter Alpha,3-2,fastball,chase,9,insufficient,fastball,shadow,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Alpha,3-0,breaking,shadow,14,insufficient,breaking,shadow,0.08,1
2025-05-26,Demo Power Arm,Demo Hitter Gamma,3-0,fastball,shadow,23,weak,fastball,shadow,0.03,1
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-1,breaking,shadow,18,weak,fastball,heart,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Alpha,0-2,breaking,shadow,14,insufficient,fastball,shadow,-0.42,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,2-2,fastball,chase,11,insufficient,fastball,heart,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,0-2,fastball,shadow,17,weak,fastball,shadow,0.03,1
2025-05-26,Demo Ace,Demo Hitter Beta,3-2,fastball,chase,11,insufficient,offspeed,chase,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,0-0,breaking,chase,10,insufficient,offspeed,shadow,0.08,0
2025-05-26,Demo Lefty,Demo Hitter Delta,3-2,fastball,shadow,20,weak,fastball,waste,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Gamma,3-2,breaking,shadow,9,insufficient,fastball,heart,-0.42,0
2025-05-26,Demo Ace,Demo Hitter Beta,0-0,breaking,chase,10,insufficient,fastball,shadow,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Delta,2-0,fastball,shadow,16,weak,fastball,waste,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,2-1,fastball,shadow,23,weak,offspeed,shadow,0.08,0
2025-05-26,Demo Rookie,Demo Hitter Delta,3-2,fastball,shadow,20,weak,offspeed,shadow,0.03,0
2025-05-26,Demo Rookie,Demo Hitter Delta,0-0,fastball,chase,18,weak,fastball,heart,-1.4,0
2025-05-26,Demo Rookie,Demo Hitter Beta,1-2,breaking,shadow,16,weak,offspeed,chase,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,2-1,breaking,shadow,11,insufficient,fastball,shadow,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Alpha,3-0,breaking,shadow,14,insufficient,breaking,chase,0.03,0
2025-05-26,Demo Rookie,Demo Hitter Gamma,0-1,breaking,shadow,8,insufficient,offspeed,shadow,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,0-1,breaking,shadow,8,insufficient,fastball,shadow,-0.32,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-0,fastball,shadow,14,insufficient,breaking,chase,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-2,fastball,shadow,20,weak,breaking,heart,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,0-0,breaking,chase,10,insufficient,offspeed,shadow,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,0-1,breaking,shadow,8,insufficient,fastball,shadow,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,1-1,fastball,shadow,22,weak,fastball,shadow,-0.42,1
2025-05-26,Demo Power Arm,Demo Hitter Alpha,2-1,breaking,shadow,14,insufficient,fastball,shadow,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,2-0,fastball,shadow,23,weak,breaking,waste,0.03,0
2025-05-26,Demo Rookie,Demo Hitter Delta,3-1,breaking,shadow,18,weak,breaking,chase,0.03,0
2025-05-26,Demo Rookie,Demo Hitter Delta,0-0,breaking,shadow,9,insufficient,fastball,heart,-0.04,0
2025-05-26,Demo Rookie,Demo Hitter Delta,2-2,breaking,shadow,17,weak,offspeed,chase,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-1,fastball,shadow,19,weak,fastball,heart,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-1,breaking,shadow,18,weak,offspeed,heart,-0.32,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-0,fastball,shadow,29,weak,breaking,waste,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Alpha,1-2,fastball,shadow,10,insufficient,fastball,waste,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,2-0,fastball,shadow,16,weak,breaking,chase,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-1,fastball,shadow,19,weak,breaking,waste,-0.04,0
2025-05-26,Demo Rookie,Demo Hitter Beta,1-0,fastball,chase,13,insufficient,fastball,shadow,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,1-0,breaking,chase,5,insufficient,fastball,chase,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Delta,1-1,fastball,shadow,22,weak,fastball,heart,-1.4,0
2025-05-26,Demo Power Arm,Demo Hitter Alpha,1-1,breaking,shadow,19,weak,fastball,waste,0.03,0
2025-05-26,Demo Rookie,Demo Hitter Beta,3-0,fastball,chase,17,weak,offspeed,shadow,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,0-0,fastball,chase,16,weak,fastball,heart,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,1-2,breaking,shadow,16,weak,breaking,shadow,0.08,1
2025-05-26,Demo Power Arm,Demo Hitter Delta,1-2,fastball,shadow,18,weak,fastball,chase,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-1,fastball,shadow,19,weak,breaking,shadow,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Alpha,0-0,breaking,chase,7,insufficient,breaking,chase,0.08,1
2025-05-26,Demo Power Arm,Demo Hitter Gamma,2-1,fastball,shadow,17,weak,breaking,chase,0.08,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,3-1,breaking,shadow,21,weak,fastball,chase,0.08,0
2025-05-26,Demo Rookie,Demo Hitter Delta,1-0,fastball,shadow,16,weak,fastball,waste,-0.04,0
2025-05-26,Demo Rookie,Demo Hitter Alpha,3-1,fastball,shadow,29,weak,breaking,chase,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,2-2,fastball,chase,18,weak,offspeed,chase,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,2-1,breaking,shadow,11,insufficient,fastball,chase,0.03,0
2025-05-26,Demo Power Arm,Demo Hitter Delta,3-2,fastball,shadow,20,weak,offspeed,waste,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Beta,0-2,offspeed,chase,6,insufficient,fastball,shadow,0.03,0
2025-05-26,Demo Rookie,Demo Hitter Gamma,1-2,breaking,shadow,14,insufficient,breaking,shadow,0.08,1
2025-05-26,Demo Rookie,Demo Hitter Alpha,3-1,breaking,shadow,5,insufficient,breaking,waste,-1.4,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,0-1,breaking,shadow,8,insufficient,fastball,shadow,-0.04,0
2025-05-26,Demo Power Arm,Demo Hitter Gamma,0-0,fastball,chase,16,weak,breaking,heart,0.03,0
2025-05-26,Demo Ace,Demo Hitter Gamma,2-0,fastball,shadow,23,weak,breaking,waste,0.03,0
2025-05-26,Demo Ace,Demo Hitter Gamma,3-0,fastball,shadow,23,weak,fastball,waste,0.08,0
2025-05-26,Demo Lefty,Demo Hitter Alpha,3-0,breaking,shadow,14,insufficient,offspeed,waste,0.08,0
2025-05-26,Demo Ace,Demo Hitter Beta,2-1,breaking,shadow,17,weak,breaking,heart,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Delta,2-2,breaking,shadow,17,weak,offspeed,shadow,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Delta,0-0,fastball,chase,18,weak,breaking,shadow,0.08,0
2025-05-26,Demo Ace,Demo Hitter Beta,0-1,breaking,shadow,14,insufficient,fastball,chase,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Alpha,0-2,fastball,chase,11,insufficient,fastball,shadow,0.03,0
2025-05-26,Demo Ace,Demo Hitter Delta,1-0,fastball,chase,13,insufficient,breaking,shadow,0.08,0
2025-05-26,Demo Ace,Demo Hitter Beta,3-2,breaking,chase,13,insufficient,breaking,shadow,-0.32,0
2025-05-26,Demo Ace,Demo Hitter Delta,3-1,breaking,shadow,18,weak,offspeed,shadow,0.03,0
2025-05-26,Demo Lefty,Demo Hitter Beta,1-1,breaking,shadow,16,weak,breaking,chase,0.08,0
2025-05-26,Demo Lefty,Demo Hitter Beta,2-1,fastball,shadow,17,weak,breaking,chase,0.03,0
2025-05-26,Demo Lefty,Demo Hitter Delta,0-2,fastball,shadow,17,weak,breaking,chase,0.08,0
2025-05-26,Demo Ace,Demo Hitter Delta,1-0,fastball,shadow,16,weak,fastball,chase,-0.42,0
2025-05-26,Demo Lefty,Demo Hitter Beta,1-1,breaking,shadow,16,weak,breaking,heart,-1.4,0
2025-05-26,Demo Lefty,Demo Hitter Gamma,0-1,fastball,shadow,15,weak,fastball,shadow,0.03,1
2025-05-26,Demo Lefty,Demo Hitter Gamma,3-0,fastball,shadow,14,insufficient,breaking,shadow,0.03,0
2025-05-26,Demo Ace,Demo Hitter Delta,3-2,fastball,shadow,20,weak,fastball,heart,-0.32,0
2025-05-26,Demo Ace,Demo Hitter Beta,0-0,breaking,chase,10,insufficient,breaking,chase,0.03,1
2025-05-26,Demo Ace,Demo Hitter Beta,2-2,breaking,shadow,9,insufficient,fastball,chase,0.03,0
2025-05-26,Demo Lefty,Demo Hitter Beta,1-0,fastball,chase,13,insufficient,fastball,shadow,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Delta,2-2,breaking,chase,10,insufficient,fastball,heart,-0.04,0
2025-05-26,Demo Ace,Demo Hitter Delta,0-0,fastball,chase,18,weak,breaking,chase,0.08,0
2025-05-26,Demo Ace,Demo Hitter Delta,1-2,fastball,shadow,8,insufficient,fastball,waste,0.08,0
2025-05-26,Demo Lefty,Demo Hitter Delta,0-2,fastball,shadow,17,weak,breaking,shadow,0.03,0
2025-05-26,Demo Ace,Demo Hitter Beta,1-2,fastball,shadow,20,weak,fastball,heart,0.03,0
2025-05-26,Demo Ace,Demo Hitter Beta,3-0,fastball,chase,11,insufficient,breaking,waste,0.08,0
2025-05-26,Demo Lefty,Demo Hitter Delta,2-0,fastball,shadow,16,weak,fastball,shadow,-0.04,1
